题目编号,题目标题,选项,是否原题答案选项,选项性质,选择人数,有效作答人数,选择概率_选择人数除以该题作答人数,选择百分比_选择人数除以该题作答人数,情绪出现在本题候选情绪中的次数,被选数/出现数,被选数/出现数百分比,是否零选择选项,分析口径
ITEM-00112,35,内疚,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,冷静,False,非答案候选选项,0,7,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,厌倦,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,困惑,False,非答案候选选项,0,7,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,失望,False,非答案候选选项,0,7,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,好奇,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,委屈,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,嫉妒,False,非答案候选选项,0,7,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,审美欣赏,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,尴尬,False,非答案候选选项,0,7,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,崇拜,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,希望,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,平静,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,快乐,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,恐惧,False,非答案候选选项,0,7,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,惊讶,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,愁闷,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,愉悦,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,感动,False,非答案候选选项,0,7,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,感激,False,非答案候选选项,0,7,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,抑郁,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,烦躁,True,标准答案选项,0,7,0.0,0.0,7,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,焦虑,False,非答案候选选项,0,7,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,爱,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,痛苦,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,紧张,False,非答案候选选项,0,7,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,绝望,False,非答案候选选项,0,7,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,羞耻,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,羡慕,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,遗憾,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00112,35,震惊,False,非答案候选选项,0,7,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,好奇,False,非答案候选选项,3,7,0.42857142857142855,42.857142857142854,3,1.0,100.0,False,按实际呈现人数
ITEM-00113,36,紧张,False,非答案候选选项,1,7,0.14285714285714285,14.285714285714285,1,1.0,100.0,False,按实际呈现人数
ITEM-00113,36,希望,False,非答案候选选项,1,7,0.14285714285714285,14.285714285714285,2,0.5,50.0,False,按实际呈现人数
ITEM-00113,36,蔑视,False,非答案候选选项,1,7,0.14285714285714285,14.285714285714285,2,0.5,50.0,False,按实际呈现人数
ITEM-00113,36,共情痛苦,True,标准答案选项,1,7,0.14285714285714285,14.285714285714285,7,0.14285714285714285,14.285714285714285,False,按实际呈现人数
ITEM-00113,36,不屑,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,兴奋,False,非答案候选选项,0,7,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,内疚,False,非答案候选选项,0,7,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,冷静,False,非答案候选选项,0,7,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,厌恶,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,困惑,False,非答案候选选项,0,7,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,失望,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,委屈,False,非答案候选选项,0,7,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,嫉妒,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,审美欣赏,False,非答案候选选项,0,7,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,快乐,False,非答案候选选项,0,7,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,怀旧,False,非答案候选选项,0,7,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,怨恨,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,悲伤,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,愁闷,False,非答案候选选项,0,7,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,愉悦,False,非答案候选选项,0,7,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,感动,False,非答案候选选项,0,7,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,感激,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,愤怒,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,担忧,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,敌意,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,渴望,False,非答案候选选项,0,7,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,满足,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,焦虑,False,非答案候选选项,0,7,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,爱,False,非答案候选选项,0,7,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,痛苦,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,羞耻,False,非答案候选选项,0,7,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,羡慕,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,自满,False,非答案候选选项,0,7,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,自豪,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,轻松,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,遗憾,False,非答案候选选项,0,7,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00113,36,震惊,False,非答案候选选项,0,7,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,共情痛苦,False,非答案候选选项,1,9,0.1111111111111111,11.11111111111111,1,1.0,100.0,False,按实际呈现人数
ITEM-00114,38,困惑,False,非答案候选选项,3,9,0.3333333333333333,33.33333333333333,3,1.0,100.0,False,按实际呈现人数
ITEM-00114,38,惊讶,False,非答案候选选项,2,9,0.2222222222222222,22.22222222222222,3,0.6666666666666666,66.66666666666666,False,按实际呈现人数
ITEM-00114,38,悲伤,False,非答案候选选项,1,9,0.1111111111111111,11.11111111111111,2,0.5,50.0,False,按实际呈现人数
ITEM-00114,38,震惊,False,非答案候选选项,1,9,0.1111111111111111,11.11111111111111,2,0.5,50.0,False,按实际呈现人数
ITEM-00114,38,遗憾,True,标准答案选项,1,9,0.1111111111111111,11.11111111111111,9,0.1111111111111111,11.11111111111111,False,按实际呈现人数
ITEM-00114,38,不屑,False,非答案候选选项,0,9,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,兴奋,False,非答案候选选项,0,9,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,兴趣,False,非答案候选选项,0,9,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,内疚,False,非答案候选选项,0,9,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,厌倦,False,非答案候选选项,0,9,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,厌恶,False,非答案候选选项,0,9,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,失望,False,非答案候选选项,0,9,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,委屈,False,非答案候选选项,0,9,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,嫉妒,False,非答案候选选项,0,9,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,尴尬,False,非答案候选选项,0,9,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,崇拜,False,非答案候选选项,0,9,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,希望,False,非答案候选选项,0,9,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,平静,False,非答案候选选项,0,9,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,怀旧,False,非答案候选选项,0,9,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,怨恨,False,非答案候选选项,0,9,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,恐惧,False,非答案候选选项,0,9,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,惊喜,False,非答案候选选项,0,9,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,愁闷,False,非答案候选选项,0,9,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,愉悦,False,非答案候选选项,0,9,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,感动,False,非答案候选选项,0,9,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,感激,False,非答案候选选项,0,9,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,愤怒,False,非答案候选选项,0,9,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,抑郁,False,非答案候选选项,0,9,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,担忧,False,非答案候选选项,0,9,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,敌意,False,非答案候选选项,0,9,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,满足,False,非答案候选选项,0,9,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,烦躁,False,非答案候选选项,0,9,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,焦虑,False,非答案候选选项,0,9,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,爱,False,非答案候选选项,0,9,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,痛苦,False,非答案候选选项,0,9,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,紧张,False,非答案候选选项,0,9,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,羞耻,False,非答案候选选项,0,9,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,羡慕,False,非答案候选选项,0,9,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,自满,False,非答案候选选项,0,9,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,蔑视,False,非答案候选选项,0,9,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,轻松,False,非答案候选选项,0,9,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00114,38,释然,False,非答案候选选项,0,9,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,恐惧,False,非答案候选选项,1,10,0.1,10.0,1,1.0,100.0,False,按实际呈现人数
ITEM-00115,39,担忧,False,非答案候选选项,1,10,0.1,10.0,1,1.0,100.0,False,按实际呈现人数
ITEM-00115,39,震惊,True,标准答案选项,8,10,0.8,80.0,10,0.8,80.0,False,按实际呈现人数
ITEM-00115,39,不屑,False,非答案候选选项,0,10,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,兴趣,False,非答案候选选项,0,10,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,内疚,False,非答案候选选项,0,10,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,冷静,False,非答案候选选项,0,10,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,厌倦,False,非答案候选选项,0,10,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,困惑,False,非答案候选选项,0,10,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,失望,False,非答案候选选项,0,10,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,好奇,False,非答案候选选项,0,10,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,委屈,False,非答案候选选项,0,10,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,嫉妒,False,非答案候选选项,0,10,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,审美欣赏,False,非答案候选选项,0,10,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,尴尬,False,非答案候选选项,0,10,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,希望,False,非答案候选选项,0,10,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,平静,False,非答案候选选项,0,10,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,快乐,False,非答案候选选项,0,10,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,怀旧,False,非答案候选选项,0,10,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,怨恨,False,非答案候选选项,0,10,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,悲伤,False,非答案候选选项,0,10,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,惊讶,False,非答案候选选项,0,10,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,愁闷,False,非答案候选选项,0,10,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,愉悦,False,非答案候选选项,0,10,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,感动,False,非答案候选选项,0,10,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,感激,False,非答案候选选项,0,10,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,愤怒,False,非答案候选选项,0,10,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,抑郁,False,非答案候选选项,0,10,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,敌意,False,非答案候选选项,0,10,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,渴望,False,非答案候选选项,0,10,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,满足,False,非答案候选选项,0,10,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,烦躁,False,非答案候选选项,0,10,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,焦虑,False,非答案候选选项,0,10,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,爱,False,非答案候选选项,0,10,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,痛苦,False,非答案候选选项,0,10,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,绝望,False,非答案候选选项,0,10,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,羞耻,False,非答案候选选项,0,10,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,羡慕,False,非答案候选选项,0,10,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,自满,False,非答案候选选项,0,10,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,自豪,False,非答案候选选项,0,10,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,蔑视,False,非答案候选选项,0,10,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,轻松,False,非答案候选选项,0,10,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,遗憾,False,非答案候选选项,0,10,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00115,39,释然,False,非答案候选选项,0,10,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,共情痛苦,False,非答案候选选项,1,12,0.08333333333333333,8.333333333333332,1,1.0,100.0,False,按实际呈现人数
ITEM-00116,46,感激,False,非答案候选选项,1,12,0.08333333333333333,8.333333333333332,1,1.0,100.0,False,按实际呈现人数
ITEM-00116,46,悲伤,True,标准答案选项,7,12,0.5833333333333334,58.333333333333336,12,0.5833333333333334,58.333333333333336,False,按实际呈现人数
ITEM-00116,46,感动,False,非答案候选选项,2,12,0.16666666666666666,16.666666666666664,4,0.5,50.0,False,按实际呈现人数
ITEM-00116,46,兴奋,False,非答案候选选项,1,12,0.08333333333333333,8.333333333333332,3,0.3333333333333333,33.33333333333333,False,按实际呈现人数
ITEM-00116,46,不屑,False,非答案候选选项,0,12,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,兴趣,False,非答案候选选项,0,12,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,冷静,False,非答案候选选项,0,12,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,厌倦,False,非答案候选选项,0,12,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,厌恶,False,非答案候选选项,0,12,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,困惑,False,非答案候选选项,0,12,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,失望,False,非答案候选选项,0,12,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,好奇,False,非答案候选选项,0,12,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,委屈,False,非答案候选选项,0,12,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,嫉妒,False,非答案候选选项,0,12,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,审美欣赏,False,非答案候选选项,0,12,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,尴尬,False,非答案候选选项,0,12,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,崇拜,False,非答案候选选项,0,12,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,希望,False,非答案候选选项,0,12,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,平静,False,非答案候选选项,0,12,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,怀旧,False,非答案候选选项,0,12,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,怨恨,False,非答案候选选项,0,12,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,恐惧,False,非答案候选选项,0,12,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,惊喜,False,非答案候选选项,0,12,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,惊讶,False,非答案候选选项,0,12,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,愁闷,False,非答案候选选项,0,12,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,愉悦,False,非答案候选选项,0,12,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,愤怒,False,非答案候选选项,0,12,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,抑郁,False,非答案候选选项,0,12,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,担忧,False,非答案候选选项,0,12,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,敌意,False,非答案候选选项,0,12,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,渴望,False,非答案候选选项,0,12,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,烦躁,False,非答案候选选项,0,12,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,焦虑,False,非答案候选选项,0,12,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,痛苦,False,非答案候选选项,0,12,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,紧张,False,非答案候选选项,0,12,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,绝望,False,非答案候选选项,0,12,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,羞耻,False,非答案候选选项,0,12,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,羡慕,False,非答案候选选项,0,12,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,自满,False,非答案候选选项,0,12,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,自豪,False,非答案候选选项,0,12,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,蔑视,False,非答案候选选项,0,12,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,轻松,False,非答案候选选项,0,12,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,遗憾,False,非答案候选选项,0,12,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,释然,False,非答案候选选项,0,12,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00116,46,震惊,False,非答案候选选项,0,12,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,遗憾,False,非答案候选选项,1,10,0.1,10.0,1,1.0,100.0,False,按实际呈现人数
ITEM-00117,47,委屈,False,非答案候选选项,2,10,0.2,20.0,3,0.6666666666666666,66.66666666666666,False,按实际呈现人数
ITEM-00117,47,怨恨,False,非答案候选选项,2,10,0.2,20.0,3,0.6666666666666666,66.66666666666666,False,按实际呈现人数
ITEM-00117,47,爱,False,非答案候选选项,1,10,0.1,10.0,2,0.5,50.0,False,按实际呈现人数
ITEM-00117,47,崇拜,False,非答案候选选项,1,10,0.1,10.0,3,0.3333333333333333,33.33333333333333,False,按实际呈现人数
ITEM-00117,47,痛苦,False,非答案候选选项,1,10,0.1,10.0,4,0.25,25.0,False,按实际呈现人数
ITEM-00117,47,焦虑,True,标准答案选项,2,10,0.2,20.0,10,0.2,20.0,False,按实际呈现人数
ITEM-00117,47,不屑,False,非答案候选选项,0,10,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,共情痛苦,False,非答案候选选项,0,10,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,兴奋,False,非答案候选选项,0,10,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,内疚,False,非答案候选选项,0,10,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,冷静,False,非答案候选选项,0,10,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,厌倦,False,非答案候选选项,0,10,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,厌恶,False,非答案候选选项,0,10,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,困惑,False,非答案候选选项,0,10,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,失望,False,非答案候选选项,0,10,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,好奇,False,非答案候选选项,0,10,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,嫉妒,False,非答案候选选项,0,10,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,审美欣赏,False,非答案候选选项,0,10,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,希望,False,非答案候选选项,0,10,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,平静,False,非答案候选选项,0,10,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,快乐,False,非答案候选选项,0,10,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,怀旧,False,非答案候选选项,0,10,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,悲伤,False,非答案候选选项,0,10,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,惊喜,False,非答案候选选项,0,10,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,惊讶,False,非答案候选选项,0,10,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,愁闷,False,非答案候选选项,0,10,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,愉悦,False,非答案候选选项,0,10,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,感激,False,非答案候选选项,0,10,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,抑郁,False,非答案候选选项,0,10,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,担忧,False,非答案候选选项,0,10,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,敌意,False,非答案候选选项,0,10,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,渴望,False,非答案候选选项,0,10,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,满足,False,非答案候选选项,0,10,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00117,47,烦躁,False,非答案候选选项,0,10,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
