题目编号,ITEM-00001,ITEM-00002,ITEM-00003,ITEM-00004,ITEM-00005,ITEM-00006,ITEM-00007,ITEM-00008,ITEM-00009,ITEM-00010,ITEM-00011,ITEM-00012,ITEM-00013,ITEM-00014,ITEM-00015,ITEM-00016,ITEM-00017,ITEM-00018,ITEM-00019,ITEM-00020,ITEM-00021,ITEM-00022,ITEM-00023,ITEM-00024,ITEM-00025,ITEM-00026,ITEM-00027,ITEM-00028,ITEM-00029,ITEM-00030,ITEM-00032,ITEM-00033,ITEM-00034,ITEM-00035,ITEM-00036,ITEM-00037,ITEM-00038,ITEM-00039,ITEM-00040,ITEM-00041,ITEM-00042,ITEM-00043,ITEM-00044,ITEM-00045,ITEM-00046,ITEM-00047,ITEM-00048,ITEM-00049,ITEM-00050,ITEM-00051,ITEM-00052,ITEM-00053,ITEM-00054,ITEM-00055,ITEM-00056,ITEM-00057,ITEM-00058,ITEM-00059,ITEM-00060,ITEM-00061,ITEM-00062,ITEM-00063,ITEM-00064,ITEM-00065,ITEM-00066,ITEM-00067,ITEM-00068,ITEM-00069,ITEM-00070,ITEM-00071,ITEM-00072,ITEM-00073,ITEM-00074,ITEM-00075,ITEM-00076,ITEM-00077,ITEM-00078,ITEM-00079,ITEM-00080,ITEM-00081,ITEM-00082,ITEM-00083,ITEM-00084,ITEM-00085,ITEM-00086,ITEM-00087,ITEM-00088,ITEM-00089,ITEM-00090,ITEM-00091,ITEM-00092,ITEM-00093,ITEM-00094,ITEM-00095,ITEM-00096,ITEM-00097,ITEM-00098,ITEM-00100,ITEM-00101,ITEM-00102,ITEM-00104,ITEM-00105,ITEM-00106,ITEM-00107,ITEM-00108,ITEM-00109,ITEM-00110,ITEM-00111,ITEM-00112,ITEM-00113,ITEM-00114,ITEM-00115,ITEM-00116,ITEM-00117,ITEM-00118,ITEM-00119,ITEM-00120,ITEM-00121,ITEM-00122,ITEM-00123,ITEM-00124,ITEM-00125,ITEM-00126,ITEM-00127,ITEM-00128,ITEM-00129,ITEM-00130,ITEM-00131,ITEM-00132,ITEM-00133,ITEM-00134,ITEM-00135,ITEM-00136,ITEM-00137,ITEM-00138,ITEM-00139,ITEM-00140,ITEM-00141,ITEM-00142,ITEM-00143,ITEM-00144,ITEM-00145,ITEM-00146,ITEM-00147,ITEM-00148,ITEM-00149,ITEM-00150
ITEM-00126,0,5,0,2,0,0,1,1,2,5,0,2,2,3,1,1,0,2,1,0,2,3,0,1,0,1,2,0,1,1,1,0,1,0,0,2,0,2,2,1,2,2,0,3,1,3,5,5,4,2,1,1,5,4,4,5,3,1,4,1,3,1,5,2,2,1,5,4,4,2,3,1,2,4,0,2,8,6,4,1,0,2,7,1,7,1,4,3,2,7,2,7,2,2,5,4,4,5,7,6,2,6,3,2,4,6,5,4,2,1,2,1,2,1,1,1,1,1,0,8,6,0,17,1,2,4,2,1,2,0,7,6,4,6,4,9,7,5,3,5,7,6,2,0,0,7,0
ITEM-00127,2,5,0,6,2,2,2,2,7,2,3,0,0,0,1,0,1,3,1,0,1,1,1,1,1,3,0,1,1,1,1,1,2,3,0,2,1,4,0,5,1,1,2,5,2,3,5,6,6,2,2,3,0,2,1,6,3,1,0,1,2,3,2,3,3,3,7,2,4,4,6,1,1,6,3,3,10,6,8,5,2,1,7,1,11,1,1,0,4,4,6,7,2,2,7,5,6,2,3,7,5,5,4,1,5,7,8,3,1,0,0,2,2,1,1,2,2,1,4,6,5,4,1,20,3,1,5,2,3,2,5,10,6,6,5,10,7,5,5,5,5,5,4,0,2,5,7
ITEM-00128,2,4,0,7,2,3,1,2,3,5,1,0,2,2,1,0,0,1,2,1,2,0,1,0,0,0,1,0,1,1,1,3,1,0,4,3,0,2,2,2,2,2,5,1,1,0,3,7,0,1,2,2,3,4,0,7,1,2,1,4,1,1,1,3,0,1,3,3,6,3,4,0,3,3,4,3,11,5,4,3,3,3,3,2,5,3,2,1,6,2,6,4,4,2,3,3,5,6,3,3,1,10,4,3,5,7,6,1,1,0,1,1,2,1,1,0,3,1,1,7,6,3,2,3,17,2,1,1,1,1,7,6,5,3,4,6,7,4,5,1,10,2,4,1,1,2,5
ITEM-00129,1,4,0,4,0,1,3,1,8,5,2,4,4,2,0,1,0,2,2,1,1,1,2,0,0,2,4,1,0,2,1,2,2,0,0,2,3,1,0,3,4,1,4,6,0,3,5,5,2,1,1,3,3,6,1,4,4,3,2,2,1,1,1,3,2,2,3,3,5,1,3,3,5,3,2,3,13,6,9,4,2,5,9,1,5,1,7,3,6,3,6,5,4,6,7,5,3,5,3,7,6,9,8,3,5,7,7,1,3,2,0,2,1,2,1,3,0,0,1,7,7,5,4,1,2,21,0,0,2,0,9,8,4,9,7,8,7,7,4,8,3,4,5,0,2,5,6
ITEM-00130,1,3,0,4,3,1,2,4,5,5,2,3,2,1,2,2,0,0,2,0,2,0,1,0,1,1,1,0,2,0,1,1,1,0,0,3,0,4,5,2,2,3,1,2,1,2,8,4,1,2,1,3,0,2,3,6,4,2,1,4,1,1,3,2,2,2,6,4,7,3,4,2,1,1,7,3,10,7,4,2,3,3,5,3,13,1,4,2,3,4,4,5,4,6,4,5,2,5,5,5,4,4,5,3,3,8,5,0,1,0,1,2,1,1,1,2,0,3,0,6,7,7,2,5,1,0,19,2,1,2,3,5,2,4,5,9,7,7,4,6,5,4,6,1,1,7,7
ITEM-00131,1,3,1,5,2,1,0,1,6,2,3,1,1,1,0,1,0,0,0,2,0,2,0,0,0,2,2,0,0,2,0,2,1,0,0,1,2,1,2,4,3,2,3,2,1,1,3,4,2,1,2,0,0,0,1,5,2,2,1,2,0,1,1,1,1,1,4,1,4,3,4,2,1,3,7,3,6,3,5,3,1,0,4,2,6,5,2,3,3,4,2,3,2,3,3,2,4,3,3,2,1,3,3,6,5,7,1,0,0,2,0,1,2,3,1,0,1,3,0,3,5,1,1,2,1,0,2,14,3,0,6,5,2,1,3,8,9,4,3,6,4,3,6,0,0,3,2
ITEM-00132,0,2,0,8,1,1,2,1,4,4,0,0,2,1,0,0,0,0,0,0,2,2,1,2,1,3,0,0,0,2,1,1,1,0,1,1,1,2,1,3,2,1,4,5,0,2,1,6,3,1,2,0,0,1,2,3,2,1,1,1,1,1,1,0,0,2,3,4,6,1,1,3,1,4,4,2,14,5,5,5,1,1,5,0,6,3,0,2,3,3,2,2,4,3,4,2,2,6,4,1,4,7,1,2,3,3,5,0,0,2,2,1,1,1,1,1,0,2,2,5,4,4,2,3,1,2,1,3,14,0,4,5,4,5,4,0,5,4,3,2,5,3,2,0,1,3,3
ITEM-00133,1,2,0,2,1,1,1,0,2,4,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,2,2,0,1,1,0,0,1,1,0,3,1,3,0,1,2,0,1,4,6,1,3,0,1,1,1,0,1,3,2,0,2,1,2,0,1,3,1,4,2,1,0,4,1,1,2,1,2,5,2,4,3,0,4,4,1,5,2,1,1,3,2,2,3,3,2,2,4,1,4,2,4,5,3,2,2,4,4,3,1,0,0,0,1,0,1,3,1,0,1,1,4,3,4,0,2,1,0,2,0,0,11,1,1,3,4,2,6,4,4,6,0,0,2,5,1,2,5,3
ITEM-00134,1,13,1,3,2,1,4,3,9,1,3,2,3,3,2,1,2,2,2,1,2,2,1,1,1,3,2,0,2,4,3,2,3,0,2,6,2,3,2,3,5,4,3,8,2,4,8,7,3,4,6,1,7,5,2,9,7,7,2,3,4,3,5,5,4,4,4,3,10,4,2,5,4,8,7,6,13,9,9,5,4,5,14,6,10,4,8,5,5,12,7,13,3,5,9,9,7,9,10,9,5,11,8,5,6,21,7,3,2,2,1,1,5,4,1,3,1,3,1,12,15,7,7,5,7,9,3,6,4,1,34,12,5,8,6,21,27,0,11,11,7,7,8,1,4,10,10
ITEM-00135,2,12,0,7,1,2,2,4,8,3,4,6,5,1,1,3,2,6,3,5,2,1,1,2,2,1,3,0,2,1,2,4,2,1,1,4,1,5,4,5,8,4,7,10,2,6,11,15,8,2,4,4,6,8,1,6,5,2,2,5,3,3,6,4,6,5,7,3,8,7,7,5,8,8,4,10,24,6,9,8,2,6,17,3,17,6,7,5,6,9,11,12,3,6,12,8,14,8,12,11,13,12,9,9,7,15,16,5,3,1,4,1,5,5,1,3,3,3,5,15,13,6,6,10,6,8,5,5,5,1,12,39,7,11,10,15,15,8,0,10,16,12,5,0,3,11,9
ITEM-00136,0,4,0,8,2,1,1,0,7,4,0,1,2,1,2,3,1,0,1,1,2,4,1,0,0,2,0,2,3,0,2,1,1,1,2,1,1,4,3,5,5,2,4,5,4,5,2,9,1,2,3,1,3,2,1,6,3,1,1,2,0,2,2,3,1,3,5,2,3,3,3,3,3,5,2,6,11,8,7,5,1,2,7,0,8,4,2,5,4,4,4,5,5,2,7,1,1,6,2,7,5,6,6,4,10,7,5,3,3,1,1,2,0,0,2,3,1,3,2,4,9,2,4,6,5,4,2,2,4,3,5,7,21,7,4,10,8,8,8,0,8,5,3,0,1,3,7
ITEM-00137,2,9,1,11,1,1,4,1,7,11,4,2,4,3,1,1,3,2,1,1,5,1,2,2,1,3,0,0,1,2,1,2,0,1,0,6,4,4,3,2,4,3,4,10,2,3,8,11,6,6,1,8,3,7,4,8,6,6,0,2,1,3,3,3,6,4,9,4,5,4,9,5,5,11,2,1,17,8,12,7,5,6,12,3,13,2,6,7,6,5,4,5,6,11,11,9,6,6,8,10,9,12,5,6,9,9,8,4,2,2,2,2,6,1,2,4,1,3,2,14,8,7,6,6,3,9,4,1,5,4,8,11,7,33,11,16,12,13,7,10,7,4,4,1,2,8,10
ITEM-00138,1,9,1,11,0,2,3,2,10,11,3,5,7,2,4,2,2,2,2,4,1,2,4,1,0,4,0,1,1,2,1,3,1,2,2,3,3,3,5,7,6,5,8,10,4,1,14,16,7,5,3,4,4,7,3,10,9,4,4,3,3,4,7,7,7,0,5,7,12,6,7,3,2,10,6,7,18,8,10,7,7,9,9,1,11,2,6,4,11,10,6,5,9,14,13,12,4,15,7,12,8,7,9,9,3,7,10,5,3,2,6,3,2,2,4,1,1,2,3,14,0,10,4,5,4,7,5,3,4,2,6,10,4,11,37,19,12,15,9,10,10,9,10,1,4,8,9
ITEM-00139,1,17,2,14,4,1,7,4,20,15,6,5,6,6,4,3,5,2,1,7,1,6,3,1,2,4,4,2,3,6,2,0,2,2,3,8,5,8,7,9,10,10,8,11,12,4,20,19,10,11,7,5,6,9,6,20,13,10,4,10,2,10,10,8,11,4,17,11,19,8,16,14,7,18,10,14,0,18,13,12,7,8,21,10,22,9,10,12,16,17,16,19,10,16,18,17,13,15,17,21,12,21,14,12,16,29,14,6,3,3,4,6,6,4,5,4,6,11,4,16,22,13,9,10,6,8,9,8,0,6,21,15,10,16,19,64,27,23,20,21,11,10,17,2,6,19,19
ITEM-00140,3,17,1,11,3,2,5,4,14,0,6,6,5,4,3,4,3,0,1,5,3,5,1,1,1,3,2,0,2,3,3,3,2,1,3,10,3,4,3,5,10,5,8,9,6,5,13,15,5,7,7,5,7,4,6,14,11,8,6,4,3,5,7,9,6,3,10,7,12,6,10,8,5,10,11,10,21,10,17,7,6,6,16,6,16,9,12,5,9,16,11,11,6,11,14,17,10,13,12,9,8,12,11,10,16,24,0,4,1,2,2,3,4,6,4,2,2,5,1,14,17,8,7,7,7,7,7,9,5,4,27,15,8,12,12,27,48,0,15,14,11,10,13,0,5,9,15
ITEM-00141,2,5,1,18,5,2,5,3,14,25,3,4,5,2,2,4,2,1,4,3,2,3,3,0,2,2,3,3,4,2,1,3,3,2,2,2,5,6,7,8,9,7,8,13,3,4,12,15,10,8,5,5,6,7,3,12,7,2,3,9,2,8,6,7,6,3,15,9,14,9,9,10,7,12,8,7,25,13,13,10,8,7,13,5,21,8,7,10,14,11,12,11,8,16,16,13,12,11,9,13,12,17,11,10,16,14,0,6,3,4,3,5,5,2,4,0,3,5,6,16,14,7,5,5,4,7,7,4,4,4,0,8,8,13,15,23,0,48,14,14,8,12,11,3,4,14,15
ITEM-00142,1,8,0,10,3,2,5,1,8,10,3,2,3,2,3,4,2,0,1,1,2,3,3,0,2,2,1,1,2,1,2,1,1,0,2,5,2,2,4,4,5,4,6,6,4,3,9,11,6,9,5,2,5,1,2,12,6,5,2,4,1,3,6,9,4,3,11,6,8,4,5,5,3,7,5,9,13,10,11,6,6,3,9,2,16,4,8,5,7,9,9,7,8,8,12,9,5,10,3,12,0,12,8,5,8,12,4,4,1,1,0,3,3,0,6,1,1,6,5,10,10,9,3,5,5,4,4,3,3,6,11,0,8,7,9,20,15,14,33,0,0,5,11,0,3,7,10
ITEM-00143,1,5,1,11,2,1,5,2,10,10,4,3,3,4,0,2,3,2,1,4,1,1,1,1,0,3,5,0,1,3,1,2,4,2,0,3,5,4,2,7,6,5,6,9,4,7,7,13,5,4,6,7,4,6,5,14,4,5,1,6,5,4,5,6,6,1,6,4,12,4,12,6,5,8,11,6,16,11,10,6,4,6,12,9,13,3,7,4,10,7,5,13,4,6,13,15,9,8,10,7,0,12,11,7,12,15,9,3,1,3,5,3,7,3,2,1,2,3,0,8,13,8,5,5,1,8,6,6,2,0,11,10,0,10,10,21,14,14,0,37,0,8,12,3,2,10,12
ITEM-00144,2,10,1,9,3,2,2,3,8,5,1,5,4,1,1,0,1,2,4,3,2,3,1,2,0,1,2,0,2,2,1,3,1,0,5,4,0,2,7,3,5,6,6,6,2,4,9,12,4,1,3,3,5,5,4,7,4,0,4,4,4,2,6,4,1,2,10,8,11,6,5,3,2,10,6,6,20,9,8,7,3,5,8,1,12,4,5,4,3,6,8,8,7,6,9,8,7,9,9,6,0,12,6,7,9,11,12,2,1,1,3,3,2,2,0,3,4,3,5,12,8,4,7,5,10,3,5,4,5,0,7,16,8,7,10,11,11,8,0,0,31,11,0,0,2,6,7
ITEM-00145,1,7,0,8,3,3,1,4,9,5,4,3,4,0,1,0,1,2,3,2,0,5,1,0,2,2,1,0,2,0,0,0,1,1,3,3,3,4,3,1,2,4,4,9,3,7,6,8,6,1,3,4,3,3,1,11,5,0,4,4,3,4,5,5,4,1,8,7,9,4,1,3,4,6,3,3,19,7,9,8,5,4,10,1,10,6,7,3,1,3,3,9,3,6,13,9,7,5,9,9,5,8,8,5,13,8,7,3,3,1,2,2,3,3,0,4,3,5,4,10,5,3,6,5,2,4,4,3,3,2,7,12,5,4,9,10,10,12,5,8,11,29,5,1,4,6,7
ITEM-00146,1,8,0,5,2,2,3,1,8,7,4,3,2,2,1,1,2,0,1,4,1,4,2,0,0,3,3,0,0,2,2,4,4,0,1,4,3,3,3,6,5,3,5,9,1,4,8,12,6,5,3,2,3,7,1,8,4,2,3,5,1,4,3,4,2,1,6,3,5,7,8,2,6,8,7,7,14,6,11,7,6,5,10,2,13,6,2,6,8,6,8,9,8,3,7,7,6,6,5,10,8,7,11,7,11,11,7,2,1,2,1,0,3,4,6,2,2,4,0,6,11,9,2,4,4,5,6,6,2,5,8,5,3,4,10,17,13,11,11,12,0,5,31,2,2,7,11
ITEM-00147,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,1,1,0,0,1,2,0,0,1,2,0,0,0,2,1,1,1,3,1,0,0,1,0,0,0,0,0,0,2,0,1,0,1,1,0,2,1,1,2,1,1,1,2,1,1,1,2,0,0,0,0,1,0,3,0,1,1,1,0,3,0,2,1,1,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,1,0,0,1,1,2,0,3,0,3,0,1,2,4,0,1,1
ITEM-00148,0,5,0,0,0,0,0,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,2,0,1,0,2,2,0,2,2,5,5,0,3,3,2,3,2,1,1,0,2,0,3,1,2,2,0,1,3,1,3,3,0,4,5,4,2,3,1,1,5,0,2,6,4,1,1,1,1,7,1,3,2,4,1,2,3,4,4,3,4,2,3,1,2,3,6,5,4,2,1,2,4,3,3,1,0,0,0,0,2,2,2,1,1,1,4,2,2,0,2,1,2,1,0,1,2,4,3,1,2,4,6,5,4,3,2,2,4,2,0,12,5,6
ITEM-00149,0,0,0,0,1,1,2,0,11,8,4,3,5,3,1,4,2,4,1,2,1,1,1,2,0,2,2,0,3,3,0,2,2,0,1,1,0,2,6,3,6,5,3,7,2,4,10,10,6,7,4,1,5,5,3,9,4,6,4,5,3,5,7,4,9,4,8,9,15,2,6,3,6,8,5,7,14,8,7,6,3,1,16,5,14,7,8,5,5,5,12,11,7,8,9,5,8,6,12,13,10,8,0,5,8,12,10,3,1,0,3,1,5,3,2,3,3,2,2,9,10,5,7,5,2,5,7,3,3,5,10,11,3,8,8,19,9,14,7,10,6,6,7,1,5,33,7
ITEM-00150,1,10,1,10,2,1,7,2,10,9,6,3,2,2,3,2,1,0,4,3,2,2,2,2,0,2,2,2,0,1,3,3,3,3,2,3,4,4,5,5,5,8,7,7,4,5,12,14,6,2,4,5,4,5,1,7,5,3,3,6,3,4,7,7,6,1,9,5,13,5,7,8,5,7,7,6,19,8,5,6,4,9,15,3,13,5,9,3,12,4,10,10,10,10,12,12,3,8,7,4,9,14,11,3,13,12,8,4,2,1,2,4,3,2,8,2,2,4,3,13,13,10,0,7,5,6,7,2,3,3,10,9,7,10,9,19,15,15,10,12,7,7,11,1,6,7,38
