"匿名答卷编号","提交时间（北京时间）","答卷综合得分率（%）","题号","题目编号","题目标题","素材模态","能力类型","选项形式","题目分值","本题候选情绪","用户选择情绪","用户情绪强度","标准情绪","标准情绪强度","是否看过素材","作答状态","标签得分率（%）","强度得分率（%）","单题综合得分率（%）","单题实得分","作答用时（秒）","修改次数"
"ZJ20260813DC44AC4B","2026-08-13 20:41:25","60.88","2","ITEM-00072","120","文本","情绪识别","多选题","4.50","愤怒｜轻松｜兴趣｜烦躁｜希望｜满足｜抑郁｜愉悦｜愁闷｜不屑","轻松｜兴趣｜希望｜满足｜愉悦","4｜5｜4｜5｜4","满足｜轻松｜愉悦｜希望｜兴趣","5｜5｜5｜5｜5","否","已作答","100.00","85.00","94.00","4.23","71.13","12"
"ZJ20260813DC44AC4B","2026-08-13 20:41:25","60.88","3","ITEM-00108","59","音频","情绪推理","多选题","4.50","委屈｜痛苦｜尴尬｜不屑｜释然｜抑郁｜羡慕｜兴奋｜恐惧｜好奇","委屈｜痛苦｜释然｜抑郁｜恐惧","5｜5｜4｜4｜2","痛苦｜抑郁","4｜4","否","已作答","57.14","87.50","69.29","3.12","79.94","12"
"ZJ20260813DC44AC4B","2026-08-13 20:41:25","60.88","4","ITEM-00109","88","音频","情绪推理","多选题","4.50","厌倦｜悲伤｜震惊｜敌意｜愉悦｜痛苦｜渴望｜困惑｜怀旧｜紧张","敌意｜震惊｜渴望｜困惑｜悲伤","5｜4｜3｜4｜1","厌倦｜困惑","3｜3","否","已作答","28.57","37.50","32.14","1.45","99.58","13"
"ZJ20260813DC44AC4B","2026-08-13 20:41:25","60.88","5","ITEM-00077","79","音频","情绪识别","多选题","4.50","恐惧｜惊讶｜烦躁｜释然｜厌倦｜担忧｜怀旧｜绝望｜失望｜内疚","烦躁｜厌倦｜绝望｜惊讶｜失望","5｜4｜2｜4｜1","烦躁｜厌倦","4｜4","否","已作答","57.14","87.50","69.29","3.12","79.50","12"
"ZJ20260813DC44AC4B","2026-08-13 20:41:25","60.88","6","ITEM-00080","65","视频","情绪推理","多选题","4.50","愉悦｜悲伤｜恐惧｜希望｜羞耻｜厌恶｜感动｜羡慕｜怀旧｜遗憾","悲伤｜怀旧｜遗憾｜希望｜感动","5｜5｜5｜3｜4","怀旧｜感动｜愉悦｜遗憾","5｜3｜3｜5","否","已作答","66.67","68.75","67.50","3.04","85.80","15"
"ZJ20260813DC44AC4B","2026-08-13 20:41:25","60.88","7","ITEM-00146","118","文本","情绪识别","多选题","4.50","厌恶｜渴望｜愤怒｜怨恨｜羡慕｜满足｜烦躁｜释然｜失望｜感动","厌恶｜愤怒｜怨恨｜失望｜烦躁","4｜5｜3｜4｜5","烦躁｜失望","4｜4","否","已作答","57.14","87.50","69.29","3.12","59.89","12"
"ZJ20260813DC44AC4B","2026-08-13 20:41:25","60.88","8","ITEM-00141","67","文本","情绪推理","多选题","4.50","愤怒｜惊讶｜平静｜愁闷｜希望｜感激｜敌意｜内疚｜羞耻｜痛苦","愤怒｜敌意｜羞耻｜痛苦｜愁闷","5｜4｜5｜4｜3","愤怒｜惊讶","4｜3","否","已作答","28.57","37.50","32.14","1.45","83.78","10"
"ZJ20260813DC44AC4B","2026-08-13 20:41:25","60.88","9","ITEM-00137","69","音频","情绪识别","多选题","4.50","愤怒｜敌意｜不屑｜轻视｜怀旧｜厌倦｜惊讶｜希望｜愉悦｜惊喜","愤怒｜不屑｜厌倦｜敌意｜轻视","5｜4｜4｜5｜5","愤怒｜轻视","4｜4","否","已作答","57.14","75.00","64.29","2.89","52.55","11"
"ZJ20260813DC44AC4B","2026-08-13 20:41:25","60.88","10","ITEM-00075","108","图像","情绪识别","多选题","4.50","痛苦｜惊讶｜震惊｜绝望｜羡慕｜轻松｜释然｜抑郁｜委屈｜愤怒","惊讶｜震惊｜绝望｜痛苦｜愤怒","5｜5｜5｜5｜4","震惊｜愤怒","5｜5","否","已作答","57.14","87.50","69.29","3.12","32.79","11"
"ZJ20260813DC44AC4B","2026-08-13 20:41:25","60.88","11","ITEM-00045","2","音频","情绪识别","单选题","3.50","渴望｜好奇｜怨恨｜愤怒｜内疚｜审美欣赏｜快乐｜兴趣｜自豪｜紧张","愤怒","5","紧张","3","否","已作答","0.00","0.00","0.00","0.00","64.86","6"
"ZJ20260813DC44AC4B","2026-08-13 20:41:25","60.88","12","ITEM-00002","6","视频","情绪推理","单选题","3.50","抑郁｜感动｜担忧｜轻松｜好奇｜羞耻｜恐惧｜敌意｜惊喜｜愉悦","感动","5","感动","3","否","已作答","100.00","50.00","80.00","2.80","47.67","5"
"ZJ20260813DC44AC4B","2026-08-13 20:41:25","60.88","13","ITEM-00068","116","文本","情绪识别","多选题","4.50","崇拜｜满足｜审美欣赏｜厌恶｜绝望｜不屑｜愁闷｜兴奋｜惊讶｜担忧","厌恶｜不屑｜兴奋｜满足｜审美欣赏","5｜5｜5｜4｜2","厌恶｜不屑","4｜4","否","已作答","57.14","75.00","64.29","2.89","47.06","12"
"ZJ20260813DC44AC4B","2026-08-13 20:41:25","60.88","14","ITEM-00139","37","图像","情绪推理","多选题","4.50","绝望｜敬畏｜希望｜失望｜委屈｜焦虑｜惊讶｜震惊｜平静｜悲伤","敬畏｜希望｜平静｜惊讶｜震惊","4｜5｜3｜2｜1","焦虑｜敬畏","3｜4","否","已作答","28.57","50.00","37.14","1.67","62.61","14"
"ZJ20260813DC44AC4B","2026-08-13 20:41:25","60.88","15","ITEM-00063","110","图像","情绪识别","多选题","4.50","渴望｜悲伤｜愉悦｜尴尬｜怀旧｜轻松｜厌恶｜希望｜崇拜｜羡慕","渴望｜崇拜｜愉悦｜希望｜羡慕","4｜4｜5｜5｜4","轻松｜愉悦","5｜4","否","已作答","28.57","37.50","32.14","1.45","44.62","13"
"ZJ20260813DC44AC4B","2026-08-13 20:41:25","60.88","16","ITEM-00051","93","图像","情绪识别","单选题","3.50","愤怒｜释然｜嫉妒｜羡慕｜爱｜怀旧｜快乐｜惊喜｜悲伤｜紧张","悲伤","5","悲伤","4","否","已作答","100.00","75.00","90.00","3.15","18.68","5"
"ZJ20260813DC44AC4B","2026-08-13 20:41:25","60.88","17","ITEM-00143","71","文本","情绪推理","单选题","3.50","羞耻｜失望｜怀旧｜焦虑｜担忧｜震惊｜不屑｜愤怒｜恐惧｜轻松","不屑","5","不屑","3","否","已作答","100.00","50.00","80.00","2.80","33.11","7"
"ZJ20260813DC44AC4B","2026-08-13 20:41:25","60.88","18","ITEM-00055","98","图像","情绪识别","多选题","4.50","快乐｜愉悦｜痛苦｜敌意｜冷静｜感激｜厌恶｜兴奋｜烦躁｜轻松","快乐｜愉悦｜兴奋｜轻松｜感激","5｜5｜5｜5｜4","兴奋｜轻松｜愉悦｜快乐","5｜5｜5｜5","否","已作答","88.89","100.00","93.33","4.20","28.06","11"
"ZJ20260813DC44AC4B","2026-08-13 20:41:25","60.88","19","ITEM-00049","17","音频","情绪识别","单选题","3.50","冷静｜悲伤｜震惊｜困惑｜爱｜敌意｜怀旧｜好奇｜不屑｜平静","爱","5","敌意","4","否","已作答","0.00","0.00","0.00","0.00","72.04","5"
"ZJ20260813DC44AC4B","2026-08-13 20:41:25","60.88","20","ITEM-00085","76","视频","情绪识别","多选题","4.50","轻松｜自豪｜好奇｜爱｜厌倦｜审美欣赏｜兴奋｜内疚｜希望｜委屈","自豪｜爱｜兴奋｜希望｜委屈","5｜5｜5｜5｜3","自豪｜兴奋","5｜5","是","已作答","57.14","100.00","74.29","3.34","42.34","12"
"ZJ20260813DC44AC4B","2026-08-13 20:41:25","60.88","21","ITEM-00116","46","图像","情绪识别","单选题","3.50","震惊｜平静｜敌意｜感激｜厌恶｜愁闷｜自满｜烦躁｜悲伤｜羡慕","感激","5","悲伤","5","否","已作答","0.00","0.00","0.00","0.00","23.61","5"
"ZJ20260813DC44AC4B","2026-08-13 20:41:25","60.88","22","ITEM-00037","50","文本","情绪识别","单选题","3.50","遗憾｜失望｜崇拜｜惊讶｜内疚｜焦虑｜羞耻｜抑郁｜不屑｜蔑视","蔑视","5","蔑视","3","否","已作答","100.00","50.00","80.00","2.80","15.03","4"
"ZJ20260813DC44AC4B","2026-08-13 20:41:25","60.88","23","ITEM-00098","1","视频","情绪推理","多选题","4.50","感激｜快乐｜愉悦｜委屈｜怀旧｜满足｜自豪｜希望｜渴望｜担忧","愉悦｜感激｜满足｜自豪｜渴望","5｜4｜5｜5｜3","感激｜自豪｜满足","4｜3｜4","否","已作答","75.00","75.00","75.00","3.38","65.13","12"
"ZJ20260813DC44AC4B","2026-08-13 20:41:25","60.88","24","ITEM-00005","70","视频","情绪识别","单选题","3.50","悲伤｜困惑｜怨恨｜绝望｜崇拜｜感激｜审美欣赏｜渴望｜嫉妒｜烦躁","审美欣赏","5","审美欣赏","5","否","已作答","100.00","100.00","100.00","3.50","22.92","3"
"ZJ2026081366DF977F","2026-08-13 20:35:32","47.58","1","ITEM-00108","59","音频","情绪推理","多选题","4.50","怀旧｜平静｜满足｜悲伤｜爱｜冷静｜自豪｜痛苦｜抑郁｜失望","悲伤｜痛苦｜失望｜抑郁","4｜5｜4｜3","痛苦｜抑郁","4｜4","否","已作答","66.67","75.00","70.00","3.15","81.24","8"
"ZJ2026081366DF977F","2026-08-13 20:35:32","47.58","2","ITEM-00057","23","音频","情绪识别","单选题","3.50","焦虑｜崇拜｜内疚｜不屑｜怀旧｜困惑｜羡慕｜惊喜｜委屈｜爱","困惑","3","惊喜","5","否","已作答","0.00","0.00","0.00","0.00","92.92","2"
"ZJ2026081366DF977F","2026-08-13 20:35:32","47.58","3","ITEM-00132","37","图像","情绪识别","多选题","4.50","平静｜羡慕｜遗憾｜烦躁｜抑郁｜嫉妒｜满足｜兴奋｜厌倦｜恭敬","恭敬｜羡慕｜满足｜平静｜兴奋","5｜2｜3｜2｜3","平静｜恭敬","5｜5","否","已作答","57.14","62.50","59.29","2.67","53.84","12"
"ZJ2026081366DF977F","2026-08-13 20:35:32","47.58","4","ITEM-00075","108","图像","情绪识别","多选题","4.50","抑郁｜愤怒｜愁闷｜尴尬｜审美欣赏｜厌倦｜平静｜遗憾｜震惊｜崇拜","震惊｜愁闷","4｜2","震惊｜愤怒","5｜5","否","已作答","50.00","37.50","45.00","2.02","27.89","5"
"ZJ2026081366DF977F","2026-08-13 20:35:32","47.58","5","ITEM-00070","119","文本","情绪识别","多选题","4.50","兴奋｜释然｜失望｜平静｜尴尬｜困惑｜痛苦｜快乐｜惊讶｜怀旧","困惑｜痛苦","3｜2","困惑｜痛苦","4｜5","否","已作答","100.00","50.00","80.00","3.60","43.31","4"
"ZJ2026081366DF977F","2026-08-13 20:35:32","47.58","6","ITEM-00100","10","视频","情绪推理","多选题","4.50","感动｜悲伤｜焦虑｜厌恶｜得意｜紧张｜委屈｜内疚｜感激｜不屑","厌恶｜内疚｜悲伤｜焦虑｜委屈","4｜5｜3｜2｜3","不屑｜得意","4｜4","否","已作答","0.00","0.00","0.00","0.00","104.70","10"
"ZJ2026081366DF977F","2026-08-13 20:35:32","47.58","7","ITEM-00039","52","文本","情绪识别","单选题","3.50","绝望｜失望｜轻松｜快乐｜悲伤｜满足｜痛苦｜困惑｜感动｜羡慕","痛苦","4","痛苦","4","否","已作答","100.00","100.00","100.00","3.50","20.54","5"
"ZJ2026081366DF977F","2026-08-13 20:35:32","47.58","8","ITEM-00126","86","视频","情绪识别","多选题","4.50","愉悦｜希望｜惊讶｜满足｜尴尬｜渴望｜担忧｜委屈｜愤怒｜兴趣","担忧｜惊讶｜希望｜尴尬｜渴望","4｜2｜2｜2｜2","惊讶｜愉悦","4｜5","否","已作答","28.57","25.00","27.14","1.22","51.48","13"
"ZJ2026081366DF977F","2026-08-13 20:35:32","47.58","9","ITEM-00026","64","视频","情绪识别","单选题","3.50","遗憾｜失望｜恐惧｜自满｜悲伤｜抑郁｜感动｜满足｜感激｜绝望","遗憾","4","悲伤","5","否","已作答","0.00","0.00","0.00","0.00","49.82","3"
"ZJ2026081366DF977F","2026-08-13 20:35:32","47.58","10","ITEM-00081","58","视频","情绪识别","多选题","4.50","兴奋｜内疚｜希望｜满足｜怨恨｜爱｜怀旧｜敌意｜自豪｜审美欣赏","怀旧｜内疚｜审美欣赏","4｜2｜2","审美欣赏｜怀旧","5｜3","否","已作答","80.00","50.00","68.00","3.06","88.01","7"
"ZJ2026081366DF977F","2026-08-13 20:35:32","47.58","11","ITEM-00047","90","图像","情绪识别","多选题","4.50","怀旧｜希望｜快乐｜怨恨｜兴奋｜困惑｜敌意｜愉悦｜惊喜｜烦躁","快乐｜兴奋｜惊喜｜愉悦","3｜3｜4｜3","惊喜｜快乐｜愉悦","5｜5｜5","否","已作答","85.71","58.33","74.76","3.36","22.00","6"
"ZJ2026081366DF977F","2026-08-13 20:35:32","47.58","12","ITEM-00045","2","音频","情绪识别","单选题","3.50","怨恨｜感激｜怀旧｜抑郁｜快乐｜委屈｜冷静｜轻松｜共情痛苦｜紧张","共情痛苦","3","紧张","3","否","已作答","0.00","0.00","0.00","0.00","65.44","4"
"ZJ2026081366DF977F","2026-08-13 20:35:32","47.58","13","ITEM-00080","65","视频","情绪推理","多选题","4.50","遗憾｜愉悦｜震惊｜抑郁｜怀旧｜爱｜共情痛苦｜释然｜感动｜绝望","遗憾","4","怀旧｜感动｜愉悦｜遗憾","5｜3｜3｜5","否","已作答","40.00","18.75","31.50","1.42","60.37","3"
"ZJ2026081366DF977F","2026-08-13 20:35:32","47.58","14","ITEM-00078","89","图像","情绪推理","多选题","4.50","悲伤｜焦虑｜恐惧｜爱｜嫉妒｜震惊｜内疚｜愁闷｜共情痛苦｜释然","悲伤","4","内疚｜悲伤","4｜3","否","已作答","66.67","37.50","55.00","2.47","30.21","3"
"ZJ2026081366DF977F","2026-08-13 20:35:32","47.58","15","ITEM-00119","49","图像","情绪识别","单选题","3.50","痛苦｜惊讶｜尴尬｜失望｜委屈｜厌倦｜羞耻｜抑郁｜满足｜恐惧","惊讶","3","厌倦","3","否","已作答","0.00","0.00","0.00","0.00","26.79","2"
"ZJ2026081366DF977F","2026-08-13 20:35:32","47.58","16","ITEM-00110","59","文本","情绪推理","多选题","4.50","恐惧｜平静｜蔑视｜焦虑｜怨恨｜抑郁｜敌意｜痛苦｜尴尬｜烦躁","痛苦｜焦虑｜恐惧","4｜3｜3","痛苦｜抑郁","4｜4","否","已作答","40.00","50.00","44.00","1.98","69.28","5"
"ZJ2026081366DF977F","2026-08-13 20:35:32","47.58","17","ITEM-00145","69","音频","情绪识别","多选题","4.50","困惑｜震惊｜恐惧｜轻松｜嫉妒｜羡慕｜担忧｜不屑｜释然｜愤怒","愤怒｜不屑｜震惊","3｜2｜2","愤怒｜震惊","4｜3","否","已作答","80.00","75.00","78.00","3.51","67.58","8"
"ZJ2026081366DF977F","2026-08-13 20:35:32","47.58","18","ITEM-00136","71","文本","情绪识别","多选题","4.50","不屑｜怀旧｜内疚｜崇拜｜自满｜满足｜委屈｜冷静｜恐惧｜共情痛苦","恐惧｜委屈｜不屑｜自满","4｜4｜3｜4","委屈｜恐惧｜不屑","5｜4｜4","否","已作答","85.71","83.33","84.76","3.81","23.41","8"
"ZJ2026081366DF977F","2026-08-13 20:35:32","47.58","19","ITEM-00137","69","音频","情绪识别","多选题","4.50","满足｜蔑视｜不屑｜厌倦｜轻视｜担忧｜好奇｜自豪｜愤怒｜渴望","轻视｜愤怒｜不屑｜蔑视","3｜3｜3｜3","愤怒｜轻视","4｜4","否","已作答","66.67","75.00","70.00","3.15","36.86","5"
"ZJ2026081366DF977F","2026-08-13 20:35:32","47.58","20","ITEM-00114","38","图像","情绪识别","单选题","3.50","愁闷｜痛苦｜怀旧｜惊喜｜尴尬｜轻松｜爱｜遗憾｜困惑｜兴奋","困惑","3","遗憾","4","否","已作答","0.00","0.00","0.00","0.00","13.16","2"
"ZJ2026081366DF977F","2026-08-13 20:35:32","47.58","21","ITEM-00069","117","文本","情绪识别","多选题","4.50","满足｜愉悦｜绝望｜爱｜感激｜内疚｜厌恶｜震惊｜共情痛苦｜嫉妒","感激｜爱｜满足｜愉悦","4｜2｜4｜3","感激｜爱｜愉悦","4｜4｜5","否","已作答","85.71","66.67","78.10","3.51","27.51","8"
"ZJ2026081366DF977F","2026-08-13 20:35:32","47.58","22","ITEM-00086","79","音频","情绪推理","多选题","4.50","紧张｜冷静｜厌倦｜蔑视｜震惊｜烦躁｜焦虑｜爱｜快乐｜自豪","烦躁｜震惊｜蔑视","4｜3｜2","烦躁｜厌倦","4｜4","否","已作答","40.00","50.00","44.00","1.98","34.76","6"
"ZJ2026081366DF977F","2026-08-13 20:35:32","47.58","23","ITEM-00106","77","视频","情绪推理","单选题","3.50","敌意｜审美欣赏｜厌恶｜快乐｜羞耻｜满足｜内疚｜自满｜感激｜冷静","满足","4","快乐","5","否","已作答","0.00","0.00","0.00","0.00","127.57","3"
"ZJ2026081366DF977F","2026-08-13 20:35:32","47.58","24","ITEM-00144","118","文本","情绪推理","单选题","3.50","震惊｜兴趣｜冷静｜兴奋｜烦躁｜轻松｜失望｜满足｜快乐｜厌恶","失望","3","失望","4","否","已作答","100.00","75.00","90.00","3.15","26.70","2"
"ZJ2026081369148C08","2026-08-13 20:34:09","68.56","1","ITEM-00038","51","文本","情绪识别","单选题","3.50","焦虑｜厌倦｜嫉妒｜怀旧｜共情痛苦｜怨恨｜痛苦｜快乐｜自满｜厌恶","自满","4","自满","3","未填写","已作答","100.00","75.00","90.00","3.15","52.15","2"
"ZJ2026081369148C08","2026-08-13 20:34:09","68.56","2","ITEM-00010","63","文本","情绪识别","多选题","4.50","失望｜嫉妒｜愉悦｜希望｜烦躁｜惊喜｜兴奋｜平静｜怀旧｜遗憾","兴奋｜愉悦｜惊喜","5｜4｜5","惊喜｜兴奋","4｜4","未填写","已作答","80.00","75.00","78.00","3.51","38.41","7"
"ZJ2026081369148C08","2026-08-13 20:34:09","68.56","3","ITEM-00131","115","图像","情绪识别","多选题","4.50","内疚｜惊喜｜震惊｜愤怒｜自满｜兴奋｜愉悦｜审美欣赏｜渴望｜轻松","愉悦｜轻松","3｜4","兴奋｜愉悦","3｜4","否","已作答","50.00","37.50","45.00","2.02","29.91","4"
"ZJ2026081369148C08","2026-08-13 20:34:09","68.56","4","ITEM-00138","22","音频","情绪推理","多选题","4.50","可惜｜平静｜不屑｜蔑视｜兴奋｜惊喜｜震惊｜失望｜愁闷｜快乐","可惜｜失望｜平静","4｜4｜3","不屑｜可惜","4｜3","否","已作答","40.00","37.50","39.00","1.75","74.14","6"
"ZJ2026081369148C08","2026-08-13 20:34:09","68.56","5","ITEM-00082","72","视频","情绪识别","多选题","4.50","兴奋｜抑郁｜怀旧｜厌恶｜焦虑｜冷静｜痛苦｜兴趣｜紧张｜蔑视","紧张｜焦虑｜痛苦","5｜4｜2","焦虑｜紧张","4｜5","否","已作答","80.00","100.00","88.00","3.96","72.70","8"
"ZJ2026081369148C08","2026-08-13 20:34:09","68.56","6","ITEM-00113","36","图像","情绪识别","单选题","3.50","困惑｜冷静｜不屑｜焦虑｜共情痛苦｜内疚｜羞耻｜感动｜自满｜怀旧","共情痛苦","4","共情痛苦","4","否","已作答","100.00","100.00","100.00","3.50","17.07","3"
"ZJ2026081369148C08","2026-08-13 20:34:09","68.56","7","ITEM-00076","78","音频","情绪识别","多选题","4.50","兴奋｜遗憾｜尴尬｜厌倦｜不屑｜惊喜｜羞耻｜烦躁｜快乐｜失望","烦躁｜失望","4｜5","羞耻｜烦躁","4｜5","否","已作答","50.00","37.50","45.00","2.02","68.45","9"
"ZJ2026081369148C08","2026-08-13 20:34:09","68.56","8","ITEM-00072","120","文本","情绪识别","多选题","4.50","兴趣｜失望｜释然｜轻松｜满足｜焦虑｜愉悦｜感激｜希望｜遗憾","满足｜感激｜释然｜希望","4｜3｜4｜4","满足｜轻松｜愉悦｜希望｜兴趣","5｜5｜5｜5｜5","未填写","已作答","44.44","30.00","38.67","1.74","43.17","9"
"ZJ2026081369148C08","2026-08-13 20:34:09","68.56","9","ITEM-00100","10","视频","情绪推理","多选题","4.50","惊喜｜愁闷｜释然｜内疚｜不屑｜焦虑｜嫉妒｜敌意｜烦躁｜得意","不屑｜得意","4｜4","不屑｜得意","4｜4","未填写","已作答","100.00","100.00","100.00","4.50","59.59","4"
"ZJ2026081369148C08","2026-08-13 20:34:09","68.56","10","ITEM-00143","71","文本","情绪推理","单选题","3.50","绝望｜嫉妒｜厌倦｜担忧｜释然｜不屑｜恐惧｜好奇｜自豪｜惊讶","绝望","5","不屑","3","否","已作答","0.00","0.00","0.00","0.00","23.86","5"
"ZJ2026081369148C08","2026-08-13 20:34:09","68.56","11","ITEM-00141","67","文本","情绪推理","多选题","4.50","委屈｜烦躁｜愉悦｜惊讶｜担忧｜羡慕｜焦虑｜愤怒｜释然｜爱","愤怒｜惊讶","4｜3","愤怒｜惊讶","4｜3","否","已作答","100.00","100.00","100.00","4.50","66.81","4"
"ZJ2026081369148C08","2026-08-13 20:34:09","68.56","12","ITEM-00078","89","图像","情绪推理","多选题","4.50","绝望｜羞耻｜崇拜｜爱｜焦虑｜悲伤｜担忧｜希望｜惊喜｜内疚","悲伤｜内疚｜担忧｜爱","3｜4｜4｜3","内疚｜悲伤","4｜3","是","已作答","66.67","100.00","80.00","3.60","39.94","7"
"ZJ2026081369148C08","2026-08-13 20:34:09","68.56","13","ITEM-00049","17","音频","情绪识别","单选题","3.50","惊讶｜崇拜｜敌意｜愤怒｜渴望｜愁闷｜爱｜感激｜羞耻｜困惑","敌意","4","敌意","4","未填写","已作答","100.00","100.00","100.00","3.50","75.79","2"
"ZJ2026081369148C08","2026-08-13 20:34:09","68.56","14","ITEM-00108","59","音频","情绪推理","多选题","4.50","抑郁｜内疚｜怀旧｜惊喜｜惊讶｜羞耻｜痛苦｜兴趣｜委屈｜恐惧","内疚","4","痛苦｜抑郁","4｜4","未填写","已作答","0.00","0.00","0.00","0.00","157.15","2"
"ZJ2026081369148C08","2026-08-13 20:34:09","68.56","15","ITEM-00014","1","视频","情绪识别","单选题","3.50","崇拜｜悲伤｜怀旧｜好奇｜愁闷｜担忧｜震惊｜尴尬｜释然｜自豪","崇拜","5","崇拜","5","未填写","已作答","100.00","100.00","100.00","3.50","33.84","3"
"ZJ2026081369148C08","2026-08-13 20:34:09","68.56","16","ITEM-00146","118","文本","情绪识别","多选题","4.50","失望｜惊喜｜痛苦｜焦虑｜愤怒｜好奇｜震惊｜兴奋｜烦躁｜抑郁","烦躁｜愤怒｜痛苦","4｜5｜2","烦躁｜失望","4｜4","未填写","已作答","40.00","50.00","44.00","1.98","51.63","6"
"ZJ2026081369148C08","2026-08-13 20:34:09","68.56","17","ITEM-00075","108","图像","情绪识别","多选题","4.50","快乐｜愤怒｜怨恨｜羡慕｜震惊｜愉悦｜厌倦｜轻松｜冷静｜自满","愤怒｜怨恨｜震惊","4｜4｜3","震惊｜愤怒","5｜5","未填写","已作答","80.00","62.50","73.00","3.29","16.56","5"
"ZJ2026081369148C08","2026-08-13 20:34:09","68.56","18","ITEM-00034","43","图像","情绪识别","单选题","3.50","羡慕｜爱｜释然｜嫉妒｜悲伤｜不屑｜自满｜感激｜冷静｜内疚","爱","5","爱","5","是","已作答","100.00","100.00","100.00","3.50","22.45","7"
"ZJ2026081369148C08","2026-08-13 20:34:09","68.56","19","ITEM-00042","61","视频","情绪识别","多选题","4.50","委屈｜焦虑｜愉悦｜共情痛苦｜崇拜｜悲伤｜感激｜审美欣赏｜兴奋｜好奇","悲伤｜共情痛苦","3｜3","委屈｜悲伤","3｜3","未填写","已作答","50.00","50.00","50.00","2.25","28.36","2"
"ZJ2026081369148C08","2026-08-13 20:34:09","68.56","20","ITEM-00132","37","图像","情绪识别","多选题","4.50","愁闷｜平静｜共情痛苦｜怀旧｜担忧｜敌意｜自豪｜渴望｜恭敬｜内疚","恭敬｜平静","4｜4","平静｜恭敬","5｜5","否","已作答","100.00","75.00","90.00","4.05","45.78","5"
"ZJ2026081369148C08","2026-08-13 20:34:09","68.56","21","ITEM-00045","2","音频","情绪识别","单选题","3.50","紧张｜厌恶｜好奇｜满足｜愁闷｜爱｜痛苦｜冷静｜轻松｜怀旧","紧张","5","紧张","3","未填写","已作答","100.00","50.00","80.00","2.80","68.39","2"
"ZJ2026081369148C08","2026-08-13 20:34:09","68.56","22","ITEM-00107","81","视频","情绪推理","多选题","4.50","羞耻｜尴尬｜担忧｜紧张｜感动｜兴趣｜爱｜快乐｜困惑｜满足","爱｜快乐｜满足","4｜5｜5","快乐｜满足｜感动","5｜5｜5","未填写","已作答","66.67","66.67","66.67","3.00","48.48","6"
"ZJ2026081369148C08","2026-08-13 20:34:09","68.56","23","ITEM-00090","56","音频","情绪识别","多选题","4.50","怀旧｜自满｜审美欣赏｜惊喜｜担忧｜痛苦｜失望｜满足｜感激｜怨恨","痛苦｜怨恨｜失望","5｜4｜3","怨恨｜失望","5｜5","未填写","已作答","80.00","62.50","73.00","3.29","38.48","6"
"ZJ2026081369148C08","2026-08-13 20:34:09","68.56","24","ITEM-00004","62","视频","情绪推理","单选题","3.50","紧张｜自满｜厌倦｜尴尬｜崇拜｜渴望｜感激｜冷静｜抑郁｜震惊","尴尬","4","尴尬","3","否","已作答","100.00","75.00","90.00","3.15","18.67","3"
"ZJ202608134F0B58AC","2026-08-13 20:31:45","64.25","1","ITEM-00080","65","视频","情绪推理","多选题","4.50","感动｜恐惧｜满足｜紧张｜怀旧｜愉悦｜冷静｜失望｜愤怒｜遗憾","紧张｜遗憾｜失望","4｜5｜3","怀旧｜感动｜愉悦｜遗憾","5｜3｜3｜5","否","已作答","28.57","25.00","27.14","1.22","62.08","8"
"ZJ202608134F0B58AC","2026-08-13 20:31:45","64.25","2","ITEM-00146","118","文本","情绪识别","多选题","4.50","怀旧｜烦躁｜羡慕｜爱｜委屈｜羞耻｜悲伤｜失望｜紧张｜怨恨","委屈｜悲伤｜失望｜烦躁｜怨恨","4｜3｜5｜4｜4","烦躁｜失望","4｜4","否","已作答","57.14","87.50","69.29","3.12","74.62","14"
"ZJ202608134F0B58AC","2026-08-13 20:31:45","64.25","3","ITEM-00055","98","图像","情绪识别","多选题","4.50","兴奋｜快乐｜不屑｜羡慕｜自满｜满足｜轻松｜愉悦｜审美欣赏｜感激","快乐｜轻松｜愉悦","5｜5｜5","兴奋｜轻松｜愉悦｜快乐","5｜5｜5｜5","否","已作答","85.71","75.00","81.43","3.66","18.96","7"
"ZJ202608134F0B58AC","2026-08-13 20:31:45","64.25","4","ITEM-00037","50","文本","情绪识别","单选题","3.50","绝望｜困惑｜崇拜｜蔑视｜好奇｜羞耻｜审美欣赏｜担忧｜冷静｜抑郁","蔑视","4","蔑视","3","否","已作答","100.00","75.00","90.00","3.15","18.44","5"
"ZJ202608134F0B58AC","2026-08-13 20:31:45","64.25","5","ITEM-00105","2","音频","情绪推理","多选题","4.50","内疚｜委屈｜痛苦｜愁闷｜怨恨｜释然｜焦虑｜紧张｜遗憾｜兴奋","焦虑｜紧张｜委屈｜内疚｜愁闷","4｜4｜3｜3｜3","焦虑｜紧张｜内疚","4｜5｜4","否","已作答","75.00","83.33","78.33","3.53","71.29","10"
"ZJ202608134F0B58AC","2026-08-13 20:31:45","64.25","6","ITEM-00142","68","文本","情绪推理","单选题","3.50","平静｜烦躁｜希望｜担忧｜敌意｜绝望｜遗憾｜惊讶｜惊喜｜满足","烦躁","5","敌意","4","否","已作答","0.00","0.00","0.00","0.00","38.40","3"
